,index,PY,UT_id,authors,citation_objects,content,date,dtype,duplicated,first_author,fulltext,id,journal_id,rated,relevant,scopus,source,tilength,title,uploaded,uploader_id,url,wos,ymentions
389,472,2013,WOS:000320484900036,,False,"This paper presents a high-resolution automated meter reading system for residential gas meters, which can be used to record gas consumption for each appliance. The mechanical operation of an industry-standard residential gas meter is characterized, and the internal metering mechanism analyzed to develop a system to non-intrusively monitor gas consumption of individual appliances by resolving small amounts of gas usage at the meter. The system can be retrofitted to an existing gas meter with a module that includes a high-resolution encoder to collect gas flow data, and a microprocessor to analyze and classify appliance load profiles. This approach provides a number of attractive features including low cost, easy installation and integration with existing meter reading technologies. This system enables gas utilities to provide real-time feedback to customers on gas usage by appliance. (c) 2013 Elsevier Ltd. All rights reserved.",,,False,,,808827,,2018-06-15 15:02:10.328754+00:00,0,False,,,Determining appliance energy usage with a high-resolution metering system for residential natural gas meters,False,,,True,
390,473,2014,WOS:000329517300012,,False,"Demand response and dynamic retail pricing of electricity are key factors in a smart grid to reduce peak loads and to increase the efficiency of the power grid. Air-conditioning and heating loads in residential buildings are major contributors to total electricity consumption. In hot climates, such as Austin, Texas, the electricity cooling load of buildings results in critical peak load during the on-peak period. Demand response (DR) is valuable to reduce both electricity loads and energy costs for end users in a residential building. This paper focuses on developing a control strategy for the HVACs to respond to real-time prices for peak load reduction. A proposed dynamic demand response controller (DDRC) changes the set-point temperature to control HVAC loads depending on electricity retail price published each 15 minutes and partially shifts some of this load away from the peak. The advantages of the proposed control strategy are that DDRC has a detailed scheduling function and compares the real-time retail price of electricity with a threshold price that customers set by their preference in order to control HVAC loads considering energy cost. In addition, a detailed single family house model is developed using OpenStudio and Energyplus considering the geometry of a residential building and geographical environment. This HVAC modeling provides simulation of a house. Comfort level is, moreover, reflected into the DDRC to minimize discomfort when DDRC changes the set-point temperature. Our proposed DDRC is implemented in MATLAB/SIMULINK and connected to the EnergyPlus model via building controls virtual test bed (BCVTB). The real-time retail price is based on the real-time wholesale price in the ERCOT market in Texas. The study shows that DDRC applied in residential HVAC systems could significantly reduce peak loads and electricity bills with a modest variation in thermal comfort.",,,False,,,808828,,2018-06-13 09:42:41.067936+00:00,0,False,,,Dynamic Demand Response Controller Based on Real-Time Retail Price for Residential Buildings,False,,,True,
391,474,2010,WOS:000276779000004,,False,"Background. Hemiparetic gait following stroke requires substantial energy consumption, which would promote deconditioning and disability. Optimal modalities for decreasing this energy cost remain challenging. Excessive energy consumption, however, seems to be mainly due to extra positive muscle work to substantially lift the body's center of mass (CM) against gravity during the paretic limb swing. Objective. The authors tested a new rehabilitation strategy in a pilot study to specifically reduce the energy cost in hemiparetic gait. Methods. Six chronic hemiparetic patients underwent a 6-week gait training program on a treadmill with real-time feedback of their CM and were asked to reduce its increased vertical displacement. The authors assessed the walking energy cost, vertical CM displacement, kinematics, and electromyogram activity without feedback before and after treatment. Results. After treatment, the vertical CM displacement decreased by 10% (P = .005), particularly when the CM vaulted over the nonparetic limb in stance, and the energy cost decreased markedly by 30% (P = .009). The paretic knee flexion in swing increased concomitantly by 45% and muscle co-contraction decreased significantly in both thigh muscles by 15%. Conclusions. The rehabilitation approach followed in this study seems remarkably effective in decreasing the walking energy cost. By treating the compensatory strategy (ie, the increased CM displacement), we also appear to treat primary deviations such as poststroke knee impairments, which is novel and complementary to current concepts in rehabilitation. This new approach is promising and merits further investigation.",,,False,,,808829,,2018-06-15 15:02:37.139259+00:00,0,False,,,Reducing the Energy Cost of Hemiparetic Gait Using Center of Mass Feedback: A Pilot Study,False,,,True,
392,475,2014,WOS:000329517300023,,False,"More and more cloud computing services are handled by different Internet operators in distributed Internet data centers (IDCs), which incurs massive electricity costs. Today, the power usage of data centers contributes to more than 1.5% market share of electricity consumption across the United States. Minimization of these costs benefits cloud computing operators, and attracts increasing attentions from many research groups and industrial sectors. Along with the deployment of smart grid, the electrical real-time pricing policy promotes power consumers to adaptively schedule their electricity utilization for lower operational costs. This paper proposes a novel approach to enable electrical energy buffering in batteries to predictively minimize IDC electricity costs in smart grid. Batteries are charged when electricity price is low and discharged to power servers when electricity price is high. A power management controller is used per battery to arbitrate the charging and discharging actions of the battery. The controller is designed as a MPC-based (model predictive control) controller. To this end, an MPC power minimization problem is formulated based on a discrete state-space model with states of battery power level and cost. Extensive simulation results demonstrate the effectiveness of our approach based on real-life electricity prices in smart grid.",,,False,,,808831,,2018-06-13 09:42:49.819406+00:00,0,False,,,Predictive Electricity Cost Minimization Through Energy Buffering in Data Centers,False,,,True,
393,476,2013,WOS:000325978200001,,False,"This paper presents the optimal scheduling of hourly consumption in a residential community (community, neighborhood, etc.) based on real-time electricity price. The residential community encompasses individual residential loads, communal (shared) loads, and local generation. Community-aggregated loads, which include residential and communal loads, are modeled as fixed, adjustable, shiftable, and storage loads. The objective of the optimal load scheduling problem is to minimize the community-aggregated electricity payment considering the convenience of individual residents and hourly community load characteristics. Limitations are included on the hourly utility load (defined as community-aggregated load minus the local generation) that is imported from the utility grid. Lagrangian relaxation (LR) is applied to decouple the utility constraint and provide tractable subproblems. The decomposed subproblems are formulated as mixed-integer programming (MIP) problems. The proposed model would be used by community master controllers to optimize the utility load schedule and minimize the community-aggregated electricity payment. Illustrative optimal load scheduling examples of a single resident as well as an aggregated community including 200 residents are presented to show the efficiency of the proposed method based on real-time electricity price.",,,False,,,808834,,2018-06-15 15:04:10.919210+00:00,0,False,,,Optimal Hourly Scheduling of Community-Aggregated Electricity Consumption,False,,,True,
394,477,2013,WOS:000320484900044,,False,"In-home electricity displays (IUDs) are digital devices that can give near-real-time information about electricity usage in the home. These devices have the potential to provide the kind of personalized feedback necessary to effect behavioral change among residential consumers. However, for consumers to be able to act on the information provided on IHDs, they must first be able to understand it. We present an approach to in-home display design that uses research on customer preferences to determine which features to experimentally examine for customer comprehension. Additionally, we compare these preferences against experimental data to determine whether people have insight into what information best works for an increased understanding of energy saving. Using a computer-based simulated IHD, we find that the types of feedback information that consumers prefer (appliance-specific and dollar-feedback) are not as effective for learning about appliance energy use as the less-preferred aggregated kW h feedback. Moreover, it appears that a simpler more generalized format of information provision has the potential to be more effective than a personalized IHD. We discuss how consumer preferences and experimental tests can jointly be used to inform the design of feedback technologies. (c) 2013 Elsevier Ltd. All rights reserved.",,,False,,,808836,,2018-06-13 09:43:04.020850+00:00,1,False,,,Creating an in-home display: Experimental evidence and guidelines for design,False,,,True,
395,478,2012,WOS:000325485000025,,False,"Demand response (DR) is very important in the future smart grid, aiming to encourage consumers to reduce their demand during peak load hours. However, if binary decision variables are needed to specify start-up time of a particular appliance, the resulting mixed integer combinatorial problem is in general difficult to solve. In this paper, we study a versatile convex programming (CP) DR optimization framework for the automatic load management of various household appliances in a smart home. In particular, an regularization technique is proposed to deal with schedule-based appliances (SAs), for which their on/off statuses are governed by binary decision variables. By relaxing these variables from integer to continuous values, the problem is reformulated as a new CP problem with an additional regularization term in the objective. This allows us to transform the original mixed integer problem into a standard CP problem. Its major advantage is that the overall DR optimization problem remains to be convex and therefore the solution can be found efficiently. Moreover, a wide variety of appliances with different characteristics can be flexibly incorporated. Simulation result shows that the energy scheduling of SAs and other appliances can be determined simultaneously using the proposed CP formulation.",,,False,,,808837,,2018-06-15 15:05:07.728905+00:00,0,False,,,Demand Response Optimization for Smart Home Scheduling Under Real-Time Pricing,False,,,True,
396,479,2012,WOS:000302910400017,,False,"Merritt KJ, Raburn CE, Dean JC. Adaptation of the preferred human bouncing pattern toward the metabolically optimal frequency. J Neurophysiol 107: 2244-2249, 2012. First published February 1, 2012; doi:10.1152/jn.00984.2011.-Humans often appear to prefer movement patterns that minimize the metabolic energy expenditure of performing a task. However, it is not clear whether this preference is dependent on adaptation to feedback or results from a previously learned motor plan. We recently found that for a bouncing task with an identifiable neuromechanical resonant frequency, humans do not initially prefer to bounce at the resonant frequency despite its presumed metabolic benefits. The purpose of the present study was to determine whether humans adapt their preferred bouncing frequency over time to approach the metabolic optimum. Subjects (n = 12) performed a series of 6-min reclined bouncing trials while we quantified bounce frequency, metabolic rate, and rate of positive mechanical work performed on the body. In one trial, subjects bounced at their preferred frequency. In five other trials, subjects bounced at frequencies prescribed by a metronome to match specific percentages of their resonant frequency (80-120%). Positive mechanical work rate was held constant across trials by having subjects match real-time visual feedback to a target. The metabolic rate was lowest during prescribed frequency trials near resonance, not during the preferred frequency trial when subjects were free to choose the bouncing frequency. While the initial preferred frequency was lower than the resonant frequency, the preferred frequency gradually approached resonance over the course of 6 min. These results provide evidence that humans do not choose their preferred movement pattern based on an unchanging learned motor plan, but instead adapt their preferred frequency in response to feedback. Our findings may have implications for clinical populations, as reduced sensory acuity could prevent identification of the metabolically optimal movement pattern.",,,False,,,808840,,2018-07-06 16:36:24.151289+00:00,0,False,,,Adaptation of the preferred human bouncing pattern toward the metabolically optimal frequency,False,,,True,
397,480,2012,WOS:000325485000026,,False,"This paper evaluates the real-time price-based demand response (DR) management for residential appliances via stochastic optimization and robust optimization approaches. The proposed real-time price-based DR management application can be imbedded into smart meters and automatically executed on-line for determining the optimal operation of residential appliances within 5-minute time slots while considering uncertainties in real-time electricity prices. Operation tasks of residential appliances are categorized into deferrable/non-deferrable and interruptible/non-interruptible ones based on appliances' DR preferences as well as their distinct spatial and temporal operation characteristics. The stochastic optimization adopts the scenario-based approach via Monte Carlo (MC) simulation for minimizing the expected electricity payment for the entire day, while controlling the financial risks associated with real-time electricity price uncertainties via the expected downside risks formulation. Price uncertainty intervals are considered in the robust optimization for minimizing the worst-case electricity payment while flexibly adjusting the solution robustness. Both approaches are formulated as mixed-integer linear programming (MILP) problems and solved by state-of-the-art MILP solvers. The numerical results show attributes of the two approaches for solving the real-time optimal DR management problem for residential appliances.",,,False,,,808841,,2018-07-09 12:06:25.072680+00:00,0,False,,,Real-Time Price-Based Demand Response Management for Residential Appliances via Stochastic Optimization and Robust Optimization,False,,,True,
398,482,2014,WOS:000336668600073,,False,"Engineers are increasingly considering the social dimensions of energy use in the design of energy conservation technologies. This has led to design informed by ethnographic and theoretical inquiry on everyday energy practices and user-technology interactions that will in turn shape future practices and interactions. This paper contributes to the small but growing literature on real-time residential energy feedback displays that more closely examines how users experience such technologies. Survey responses from participants involved in a large-scale residential energy feedback monitoring case study are analyzed and contextualized into a set of positive and negative user ""experiences."" The qualitative data derived from these responses add new insight on the social variables of user interaction with real-time feedback monitors that are of use to both the study of energy feedback monitoring and the design of future smart communities. Finally, an example is given of how these participant ""experiences"" are being put to the test in the design of a new energy feedback technology with implications for future ways of conceptualizing energy.",,,False,,,808846,,2018-06-13 09:43:45.072220+00:00,0,False,,,On the Discourse of Energy as Material: Future Feedback Technologies and Directions for Experiencing Energy,False,,,True,
399,483,2013,WOS:000321437000009,,False,"The rollout of smart meters has enabled the provision of dynamic pricing to residential customers. However, doubts remain whether households can respond to time-varying price signals and that is preventing the full-scale rollout of dynamic pricing and the attainment of economic efficiency. Experiments are being conducted to test price responsiveness. We analyze data from a pilot in Michigan which featured two dynamic pricing rates and an enabling technology. Unlike most other pilots, it also included a group of ""information only"" customers who were provided information on time-varying prices but billed on standard rates. Similarly, unlike most other pilots, it also included two control groups, one of whom knew they were in the pilot and one of whom did not. This was designed to test for the presence of a Hawthorne effect. Consistent with the large body of experimental literature, we find that customers, including low-income participants, do respond to dynamic pricing. We also find that the response to critical peak pricing rates is similar to the response to peak time rebates, consistent with the finding of one prior experiment but inconsistent with the finding of two prior experiments. We also find that the ""information only"" customers respond to the provision of pricing information but at a substantially lower rate than the customers on dynamic pricing. We find that the response to enabling technology is muted. We do not find any evidence to suggest that a Hawthorne effect existed in this experiment.",,,False,,,808847,,2018-06-15 15:06:21.199532+00:00,1,False,,,Dynamic pricing of electricity for residential customers: the evidence from Michigan,False,,,True,
400,484,2012,WOS:000301989800044,,False,"Buildings account for a relevant fraction of the energy consumed by a country, up to 20-40% of the yearly energy consumption. If only electricity is considered, the fraction is even bigger, reaching around 73% of the total electricity consumption, equally divided into residential and commercial dwellings. Building and Home Automation have a potential to profoundly impact current and future buildings' energy efficiency by informing users about their current consumption patterns, by suggesting more efficient behaviors, and by pro-actively changing/modifying user actions for reducing the associated energy wastes. In this paper we investigate the capability of an automated home to automatically, and timely, inform users about energy consumption, by harvesting opinions of residential inhabitants on energy feedback interfaces. We report here the results of an on-line survey, involving nearly a thousand participants, about feedback mechanisms suggested by the research community, with the goal of understanding what feedback is felt by home inhabitants easier to understand, more likely to be used, and more effective in promoting behavior changes. Contextually, we also collect and distill users' attitude towards in-home energy displays and their preferred locations, gathering useful insights on user-driven design of more effective in-home energy displays. (C) 2011 Elsevier B.V. All rights reserved.",,,False,,,808848,,2018-06-22 09:33:34.355388+00:00,0,False,,,Home energy consumption feedback: A user survey,False,,,True,
401,485,2011,WOS:000296667000004,,False,"To encourage the adoption of solar power as well as new technological improvements in solar industry, state and federal governments have employed various kinds of incentives over the past decades, such as rebates, tax return opportunities, and Net Metering credits. At the same time, however, the governments concern regulations to avoid highly steep growth of solar energy without considering necessary supporting structure such as storage components, which will increase the electricity price and threaten the stability of existing transmission systems. The goal of this research is to develop a decision support tool to analyze the effectiveness of various policies (both incentives as well as regulations) on the proper growth rate of distributed photovoltaic (PV) systems avoiding the instability of the transition system or steep rising of the electricity price. To this end, we propose a hybrid two-level simulation modeling framework, which is significantly more detailed than the simplified structures commonly used in most policy evaluations. The lower-level model concerns the calculation of PV system payback period of individual household based on hourly electricity generation (PV) and consumptions, incentive levels, PV module price, and hourly electricity price (grid). The higher-level model, running on a weekly basis for 20 years, concerns the household adoption behaviors of the PV systems influenced by various factors, including payback period, household income, word-of-mouth effect and advertisement effect. Agent-based and system dynamics modeling techniques are lever-aged in both levels. The proposed models have been developed for residential areas at two different regions in the US based on real data, which have been used to illustrate the impact of policies in different regions. (C) 2011 Elsevier B.V. All rights reserved.",,,False,,,808849,,2018-06-22 12:16:56.820674+00:00,0,False,,,Hybrid agent-based simulation for policy evaluation of solar power generation systems,False,,,True,
402,486,2013,WOS:000323681100002,,False,"The Supergen HiDEF (Highly Distributed Energy Future) project explores possibilities for decentralising five features of energy systems: resources, control, network infrastructure, participation and policy. This paper addresses issues of decentralised resources and participation (markets and commercial arrangements). It outlines some practicalities of an active demand side', supported by a brief overview of social and behavioural aspects of electricity use. Examples are derived from the international literature on behavioural aspects of energy use and residential load management programmes. Four potential active demand options are analysed in outline, in relation to customer involvement and likely enabling technologies. They are: overall demand reduction, static tariffs for peak reduction, dynamic tariffs for load management with variable supply, and continuous load-balancing through dynamic demand. Each of these can offer something to the utility; but what might it offer the customer, and what issues might it raise? The paper proposes development of a framework for evaluating active demand' options in terms of what they offer to small-scale end-users, to assist with planning for low-carbon energy transitions.",,,False,,,808850,,2018-06-13 09:43:59.177100+00:00,0,False,,,"Load management at home: advantages and drawbacks of some ""active demand side' options",False,,,True,
403,487,2010,WOS:000277218100009,,False,"Over the last few years, load growth, increases in intermittent generation, declining technology costs and increasing recognition of the importance of customer behaviour in energy markets have brought about a change in the focus of Demand Response (DR) in Europe. The long standing programmes involving large industries, through interruptible tariffs and time of day pricing, have been increasingly complemented by programmes aimed at commercial and residential customer groups. Developments in DR vary substantially across Europe reflecting national conditions and triggered by different sets of policies, programmes and implementation schemes. This paper examines experiences within European countries as well as at European Union (EU) level, with the aim of understanding which factors have facilitated or impeded advances in DR. It describes initiatives, studies and policies of various European countries, with in-depth case studies of the UK, Italy and Spain. It is concluded that while business programmes, technical and economic potentials vary across Europe, there are common reasons as to why coordinated DR policies have been slow to emerge. This is because of the limited knowledge on DR energy saving capacities; high cost estimates for DR technologies and infrastructures: and policies focused on creating the conditions for liberalising the EU energy markets. (C) 2009 Elsevier Ltd. All rights reserved.",,,False,,,808854,,2018-06-15 15:08:58.262247+00:00,0,False,,,"Demand response experience in Europe: Policies, programmes and implementation",False,,,True,
404,488,2013,WOS:000329881300038,,False,"Would somebody be more willing to start recycling if they knew that their friends were all recycling? Social influence refers to the ways in which our behaviour is affected by what other people do, or by what other people think. Various insights from theories of social influence have been applied as part of interventions to encourage resource conservation, such as the use of social norms, social learning, and social comparison processes. The question arises: Is social influence as effective as is sometimes assumed? This review compares the effectiveness of different social influence approaches to encourage resource conservation via a meta-analysis and outlines what remains to be learned about the mechanisms linking social influence to behaviour change. A random-effects meta-analysis with a sample of 29 studies revealed that social influence approaches were effective when compared to a control group. They were also more effective when compared to another intervention, although in this case the effect size was small. The effectiveness was different for different social influence approaches and for different target groups. These findings raise a number of important questions, which form the basis of a research agenda for better understanding the processes through which social influence approaches encourage resource conservation. (C) 2013 Elsevier Ltd. All rights reserved.",,,False,,,808856,,2018-06-13 09:44:15.842385+00:00,0,False,,,Social influence approaches to encourage resource conservation: A meta-analysis,False,,,True,
405,489,2014,WOS:000336300500008,,False,"We consider a Wireless Networked Control System (WNCS) in an indoor environment and discuss the impact of wireless channel characteristics on the stability and performance of wireless feedback control-loop system. The presence of mobile/static obstacles and other radio interferences in indoor space causes random transmission errors and therefore, it becomes challenging to establish timely and reliable communication among distributed WNCS nodes (sensor, controller and actuator). To overcome communication errors in an energy-efficient way, we propose a novel Forward Error Correction (FEC) based smart error control mechanism which at its core employs a cascaded fuzzy inference system. The proposed strategy unifies three heterogeneous metrics, e.g. Signal-to-Noise Ratio, Line-of-Sight/Non-Line-of-Sight detection and packet ACK/NACK information, to accurately estimate the radio links quality and to select an appropriate error correction code. The performance of the proposed approach have been evaluated in simulated environment that includes realistic indoor fading channel model and IEEE 802.15.4 2.4 GHz modulation format for the network nodes. Based on obtained results, we conclude that the proposed smart error control scheme not only offers better trade-off in terms of packet error rate and energy efficiency as compared to static FEC codes and IEEE802.15.4 ARQ (Automatic Repeat-reQuest) mechanism, but also achieves increased stability of WNCS.",,,False,,,808857,,2018-06-15 15:10:24.697228+00:00,0,False,,,Smart error-control strategy for low-power communication in wireless networked control system,False,,,True,
406,491,2013,WOS:000317665000009,,False,"Located at the consumer-end of the Smart Grid, domestic energy monitoring and management systems aim to provide direct energy feedback whilst (or shortly after) consumption occurs, so as to persuade users to achieve energy saving and efficiency. However, existing solutions are challenged by the lack of large-scale practice and study on user behaviours and preferences. In this paper, we present a domestic energy management system (DEHEMS), which deploys electricity and gas monitoring in European-wide homes. The system has been developed in three cycles in order for households to participate and contribute. Results based on both qualitative and quantitative data analysis show that less energy has been consumed using the system. Additionally, positive behavioural changes have been achieved among households(1).",,,False,,,808859,,2018-06-13 09:44:32.041798+00:00,0,False,,,DEHEMS: Creating a Digital Environment for Large-Scale Energy Management at Homes,False,,,True,
407,493,2011,WOS:000295751100004,,False,"Most US consumers are charged a near-constant retail price for electricity, despite substantial hourly variation in the wholesale market price. This paper evaluates the first program to expose residential consumers to hourly real-time pricing (RIP). I find that enrolled households are statistically significantly price elastic and that consumers responded by conserving energy during peak hours, but remarkably did not increase average consumption during off-peak times. The program increased consumer surplus by $10 per household per year. While this is only one to two percent of electricity costs, it illustrates a potential additional benefit from investment in retail Smart Grid applications, including the advanced electricity meters required to observe a household's hourly consumption. (C) 2011 Elsevier B.V. All rights reserved.",,,False,,,808863,,2018-06-13 09:44:44.855348+00:00,1,False,,,Rethinking real-time electricity pricing,False,,,True,
408,495,2013,WOS:000325497600003,,False,"Predicting the thermal stability of magnetic storage devices is an important and challenging task. Here, we demonstrate how the forward flux sampling method (FFS) can be used to determine the thermal stability of magnets with general microstructures for time scales ranging from picoseconds to years. To apply FFS to magnetic systems, we first use the nudged elastic band (NEB) method to determine a minimum energy path connecting the initial with the final state of the magnetic transition. Interfaces defined based on this minimum energy path then provide the basis for the FFS procedure in which dynamical trajectories are generated by integrating a stochastic version of the fundamental equation of motion of the magnetization (Landau-Lifshitz-Gilbert equation) at finite temperature. This approach allows to determine average lifetimes for incoherent reversal processes and it can be applied for any value of the damping constant. We validate the method for a single-grain particle by comparison with the results of direct Langevin simulations carried out and demonstrate its capabilities and efficiency by computing the lifetime of a graded media grain, a magnetic structure with a tailored magnetocrystalline spatial anisotropy profile.",,,False,,,808866,,2018-06-13 09:44:52.999985+00:00,0,False,,,Simulating rare switching events of magnetic nanostructures with forward flux sampling,False,,,True,
409,496,2011,WOS:000289448300002,,False,"With increasing number of cores being integrated on a single die, Network-on-Chips (NoCs) have become the de-facto standard in providing scalable communication backbones for these multi-core chips. NoCs have a significant impact on the system's performance, power and reliability. However, NoCs can be plagued by higher power consumption and degraded throughput if the network and router are not designed properly. Towards this end, this paper proposes a novel router architecture, where we tune the frequency of a router in response to network load to manage both performance and power. We propose three dynamic frequency tuning techniques, FreqBoost, FreqThrtl and FreqTune, targeted at congestion and power management in NoCs. We also propose and evaluate a novel fine-grained frequency tuning scheme where we vary the number of virtual-channels in a router dynamically. As a further optimization to these schemes, we propose a frequency tuning scheme where we tune the frequency of the four ports of a mesh router separately from the local port. As enablers for these techniques, we exploit Dynamic Voltage and Frequency Scaling (DVFS) and the imbalance in a generic router pipeline through time stealing. We also evaluate and analyze the proposed schemes from the point of view of reliability against soft error vulnerability and provide guidelines in choosing the appropriate scheme when reliability is the prime design constraint. Experiments using synthetic workloads on an 8 x 8 wormhole-switched mesh interconnect show that FreqBoost is a better choice for reducing average latency (maximum 40%) while, FreqThrtl provides the maximum benefits in terms of power saving and energy delay product (EDP). The FreqTune scheme is a better candidate for optimizing both performance and power, achieving on an average 36% reduction in latency, 13% savings in power (up to 24% at high load), and 40% savings (up to 70% at high load) in EDP. With application benchmarks, we observe IPC improvement up to 23% using our design. Our analysis shows FreqBoost to be the most robust scheme amongst the three schemes when reliability is a concern. (C) 2010 Elsevier Inc. All rights reserved.",,,False,,,808868,,2018-06-15 15:16:44.106508+00:00,0,False,,,RAFT: A router architecture with frequency tuning for on-chip networks,False,,,True,
410,497,2014,WOS:000331502700048,,False,"Direct feedback on energy use presented by in-home displays (IHDs) has been found to be useful in helping people learn about their energy use and make a reduction. However, it is not yet clear what is the best form in which to present energy information. Two six-week experiments were carried out in student residences at the University of Bath, UK, to investigate how visually displayed energy information presented in different ways could encourage reductions in energy use. Experiment 1 compared three energy display interface designs (one giving numerical information, one using analogue dials and one using emotional faces) all presenting the same information. This resulted in a 7.7% savings over baseline. Experiment 2 examined how well participants responded to ranking information in numerical format about their own consumption. This resulted in a 2.5% reduction from baseline. Although there was a trend towards the ambient faces display performing best, all the displays led to a reduction in energy use. A significant decrease in consumption was also seen in the groups that saw ranking information, whether compared to their baseline consumption or to the control groups. In conclusion, it would appear that the mere presence of a display device can reduce energy use, even when participants are not engaged with the display. (C) 2013 Elsevier B.V. All rights reserved.",,,False,,,808870,,2018-06-13 09:46:51.502181+00:00,1,False,,,Inducing [sub]conscious energy behaviour through visually displayed energy information: A case study in university accommodation,False,,,True,
411,498,2012,WOS:000300463800022,,False,"Peak electricity demand has been an issue in the Desert Southwest region of the US, due to extreme summer temperatures. To address this issue, a consortium was formed between the University of Nevada, Las Vegas, Pulte Homes, and NV Energy. An energy efficient residential community was developed by the team in Las Vegas with approximately 200 homes to study substation-level peak reduction strategies. A summer peak reduction of more than 65%, between 1:00 PM and 7:00 PM, compared to code standard housing developments is the targeted goal of the project. Approximately 50 homes are already built and some are occupied. The energy performances of the homes have been monitored and are presented in this paper. Several peak electric load reduction strategies such as energy efficiency in buildings, roof integrated photovoltaics (PV) and direct load control have been applied. Though all the homes in the developed community are installed with 1.8 kW(p) PV systems, the orientation of the PV system depends on the building orientation. Focus of this paper is to find the impact of PV orientation on the peak load from a building. In addition, different time-of-use (TOU) energy pricing options are offered by the local electrical utility company. Hence it is important to find an optimal pricing option for each building. A computer model has been developed for one of the homes in the new development using building energy simulation code, ENERGY-10. Calculations on the PV orientations have shown that a south and 220 degrees (i.e. 40 degrees west of due south) orientations are economically optimal for homes enrolled to flat electricity pricing schedule and time of use pricing respectively. As predicted by the simulations, the energy efficiency methods in the home have decreased the total annual energy by 38% compared to a code standard home of the same size. Further, the energy efficiency methods in the building coupled with a 220 degrees oriented PV and 1.1 degrees C increase in thermostat temperature for three hours (from 3:00 to 6:00 PM) reduced the peak energy demand by 62% compared to a code standard building of the same size. Battery storage is the other option that will be considered in the project at a later time which is expected to carry the project well beyond its peak reduction goals. (C) 2011 Elsevier Ltd. All rights reserved.",,,False,,,808871,,2018-07-06 16:42:56.402213+00:00,0,False,,,Impact of roof integrated PV orientation on the residential electricity peak demand,False,,,True,
412,499,2012,WOS:000313661000019,,False,"We examine the problem of minimizing feedback in reliable wireless broadcasting by pairing rateless coding with extreme value theory. Our key observation is that, in a broadcast environment, this problem resolves into estimating the maximum number of packets dropped among many receivers rather than for each individual receiver. With rateless codes, this estimation relates to the number of redundant transmissions needed at the source in order for all receivers to correctly decode a message with high probability. We develop and analyze two new data dissemination protocols, called Random Sampling (RS) and Full Sampling with Limited Feedback (FSLF), based on the moment and maximum likelihood estimators in extreme value theory. Both protocols rely on a single-round learning phase, requiring the transmission of a few feedback packets from a small subset of receivers. With fixed overhead, we show that FSLF has the desirable property of becoming more accurate as the receivers' population gets larger. Our protocols are channel-agnostic, in that they do not require a priori knowledge of (i.i.d.) packet loss probabilities, which may vary among receivers. We provide simulations and an improved full-scale implementation of the Rateless Deluge over-the-air programming protocol on sensor motes as a demonstration of the practical benefits of our protocols, which translate into about 30% latency and energy consumption savings. Furthermore, we apply our protocols to real-time (RT) oblivious rateless codes in broadcast settings. Through simulations, we demonstrate a 100-fold reduction in the amount of feedback packets while incurring an increase of only 10%-20% in the number of encoded packets transmissions.",,,False,,,808872,,2018-06-15 15:17:37.485423+00:00,0,False,,,Reliable Rateless Wireless Broadcasting With Near-Zero Feedback,False,,,True,
413,500,2011,WOS:000295894600014,,False,"A new strategy to enhance the desalination performance of polyvinylidene fluoride (PVDF) hollow fiber membrane for membrane distillation (MD) via architecture of morphological characteristics is explored in this study. It is proposed that a dual-layer hollow fiber consisting of a fully finger-like macrovoid inner-layer and a sponge-like outer-layer may effectively enhance the permeation flux while maintaining the wetting resistance. Dual-layer fibers with the proposed morphology have been fabricated by the dry-jet wet spinning process via careful choice of dopes composition and coagulation conditions. In addition to high energy efficiency (EE) of 94%, a superior flux of 98.6 L m(-2) h(-1) is obtained during the direct contact membrane distillation (DCMD) desalination experiments. Moreover, the liquid entry pressure (LEP) and long-term DCMD performance test show high wetting resistance and long-term stability. Mathematical modeling has been conducted to investigate the membrane mass transfer properties in terms of temperature profile and apparent diffusivity of the membranes. It is concluded that the enhancement in permeation flux arises from the coupling effect of two mechanisms; namely, a higher driving force and a lower mass transfer resistance, while the later is the major contribution. This work provides an insight on MD fundamentals and strategy to tailor making ideal membranes for DCMD application in desalination industry. (C) 2011 Elsevier Ltd. All rights reserved.",,,False,,,808873,,2018-07-09 12:06:37.054499+00:00,0,False,,,Morphological architecture of dual-layer hollow fiber for membrane distillation with higher desalination performance,False,,,True,
414,501,2012,WOS:000308259300057,,False,"One of the most common demand side management programs consists of time-of-use (TOU) tariffs, where consumers are charged differently depending on the time of the day when they make use of energy services. This paper assesses the impacts of TOU tariffs on a dataset of residential users from the Province of Trento in Northern Italy in terms of changes in electricity demand, price savings, peak load shifting and peak electricity demand at sub-station level. Findings highlight that TOU tariffs bring about higher average electricity consumption and lower payments by consumers. A significant level of load shifting takes place for morning peaks. However, issues with evening peaks are not resolved. Finally, TOU tariffs lead to increases in electricity demand for substations at peak time. (C) 2012 Elsevier Ltd. All rights reserved.",,,False,,,808876,,2018-06-13 09:47:25.088775+00:00,1,False,,,Price-based demand side management: Assessing the impacts of time-of-use tariffs on residential electricity demand and peak shifting in Northern Italy,False,,,True,
